,0,1,2,3,4,5,6,7,8,9
MANZANA DEL CUIDADO__No_reporta,0.9244107375886497,0.2873286176280087,-0.08202399411409293,0.06059934207437427,-0.010399592982507085,0.0024420450064654604,0.02453853631667548,-0.022339203188301737,0.08010946481715234,-0.022553843194357392
MANZANA DEL CUIDADO__Otros_MANZANA DEL CUIDADO,-0.723792724701897,-0.3729592377051886,3.044746057864384,2.831411572162684,0.4920349937145064,7.706645070626594,1.0378804588063892,6.292708675086066,-0.011964239435003299,0.25493393580267765
MANZANA DEL CUIDADO__SI,-1.014711338479468,-0.37091086133158585,-0.4518665077485842,2.1522024261902835,1.0336335839657638,0.394979539406899,-1.4928776185085033,-1.5499294782883701,-1.1189386890851856,0.37827501745919445
AFILIACIÓN AL SGSSS.1__1- Subsidiado,-0.45750980648950995,0.16223104150473516,0.06499738215729993,-0.10124179103268201,0.09495172324093236,0.11428307429449701,-0.18445887973388797,-0.04452316173068996,-0.03054622621734782,-0.02274695422772466
AFILIACIÓN AL SGSSS.1__2- Contributivo,-0.26810311028176,0.25500510373870516,0.012170886485357399,-0.4652053014768669,-0.21994248247004358,0.2410442645145716,-0.05912140858344423,-0.17134749367863553,-0.15415765738569184,0.07369893352120536
AFILIACIÓN AL SGSSS.1__5- No asegurado,-0.3723343662801265,0.04162082027347841,0.04881449039613854,1.4565452589914878,-0.12474883824577128,-0.8908143439112569,0.6181723632044468,0.41978344592414163,0.16498446989184432,-0.4347034307735559
AFILIACIÓN AL SGSSS.1__No_reporta,1.491330029839184,-0.7385328236312823,-0.16794133352339496,0.045061046439562255,0.25399661768278536,-0.045886033976854715,0.05743845566920671,0.0992403404164583,0.202258191067338,0.19963819867284666
AFILIACIÓN AL SGSSS.1__Otros_AFILIACIÓN AL SGSSS.,-0.19850255134327904,0.3573436147372049,0.0231019077957843,-0.5829804900201397,0.02884039974492946,0.1740046677220473,-0.30873707817715196,-0.14931501258339297,-0.1005376837343168,-0.17450019852901974
¿EN DONDE REALIZA PRINCIPALMENTE SU TRABAJO?__1. En la vivienda que habita,-0.07208284866286532,-0.009446867924998718,-0.4229839711263,-0.28328383060639134,0.9461224180311552,-0.3184884600546942,0.018642551803139538,0.2809219545693007,0.4763388017835754,-0.19569053578325285
"¿EN DONDE REALIZA PRINCIPALMENTE SU TRABAJO?__2. En la calle, estacionario o ambulante",-0.24971905085594517,-0.07571782456718888,-0.3928538040189734,1.2043874788924598,0.15917445024786037,-0.19505468207758359,0.09976068197872681,-0.374515918426212,0.30217121371366273,0.13143802350380046
